COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS,duplicate
english education,new classical music composing australia,book,composition music composers australia music new classical music composing australia,True
english education,a students writing guide how to plan and write successful essays,book,report writing handbooks manuals etc english language rhetoric report writing a students writing guide how to plan and write successful essays,True
english education,a history of western music,book,music history and criticism music musik a history of western music,True
english education,an introduction to music studies,book,music instruction and study music vocational guidance musique e tude et enseignement an introduction to music studies,True
english education,australian journal of language and literacy,journal,alphabetisierung australien reading australia australian journal of language and literacy,True
english education,is jazz dead or has it moved to a new address,book,jazz history and criticism jazz music instruction study theory is jazz dead or has it moved to a new address,True
english education,australian journal of language and literacy,journal,alphabetisierung australien reading australia australian journal of language and literacy,True
english education,music an appreciation,book,music appreciation music history and criticism musical analysis music an appreciation,True
english education,the history of jazz,book,jazz history and criticism jazz jazz musicians the history of jazz,True
english education,thinking in jazz the infinite art of improvisation,book,improvisation music jazz history and criticism jazz musicians interviews thinking in jazz the infinite art of improvisation,True
english education,music an appreciation,book,music appreciation music history and criticism musical analysis music an appreciation,True
english education,the cambridge history of twentieth century music,book,music 20th century history and criticism music neue musik the cambridge history of twentieth century music,True
english education,new classical music composing australia,book,composition music composers australia music new classical music composing australia,True
english education,music in words a guide to researching and writing about music,book,musicology report writing handbooks manuals etc academic writing handbooks manuals etc music in words a guide to researching and writing about music,True
english education,is jazz dead or has it moved to a new address,book,jazz history and criticism jazz music instruction study theory is jazz dead or has it moved to a new address,True
english education,shostakovich studies,book,shostakovich dmitrii dmitrievich 1906 1975 criticism and interpretation shostakovich dmitri dmitrievich 1906 1975 criticism and interpretation shostakovich dmitrii dmitrievich 1906 1975 criticism and interpretation shostakovich studies,True
english education,music in words a guide to researching and writing about music,book,musicology report writing handbooks manuals etc academic writing handbooks manuals etc music in words a guide to researching and writing about music,True
english education,the enjoyment of music an introduction to perceptive listening,book,music appreciation musical analysis musique appre ciation the enjoyment of music an introduction to perceptive listening,True
english education,music in words a guide to researching and writing about music,book,musicology report writing handbooks manuals etc academic writing handbooks manuals etc music in words a guide to researching and writing about music,True
english education,the enjoyment of music an introduction to perceptive listening,book,music appreciation musical analysis musique appre ciation the enjoyment of music an introduction to perceptive listening,True
english education,music an appreciation,book,music appreciation music history and criticism musical analysis music an appreciation,True
english education,the history of jazz,book,jazz history and criticism jazz jazz musicians the history of jazz,True
english education,shostakovich studies,book,shostakovich dmitrii dmitrievich 1906 1975 criticism and interpretation shostakovich dmitri dmitrievich 1906 1975 criticism and interpretation shostakovich dmitrii dmitrievich 1906 1975 criticism and interpretation shostakovich studies,True
english education,the cambridge history of twentieth century music,book,music 20th century history and criticism music neue musik the cambridge history of twentieth century music,True
english education,a history of western music,book,music history and criticism music musik a history of western music,True
english education,a students writing guide how to plan and write successful essays,book,report writing handbooks manuals etc english language rhetoric report writing a students writing guide how to plan and write successful essays,True
english education,an introduction to music studies,book,music instruction and study music vocational guidance musique e tude et enseignement an introduction to music studies,True
english education,thinking in jazz the infinite art of improvisation,book,improvisation music jazz history and criticism jazz musicians interviews thinking in jazz the infinite art of improvisation,True
english education,australian journal of language and literacy,journal,alphabetisierung australien reading australia australian journal of language and literacy,True
english education iii issues,contemporary issues in australian literacy teaching,book,english teaching australian language arts primary australia contemporary issues in australian literacy teaching,True
english education iii issues,primary english teaching an introduction to language literacy and learning,book,literacy study and teaching elementary england english language study and teaching elementary england english language study and teaching elementary primary english teaching an introduction to language literacy and learning,True
english education iii issues,effective teaching strategies lessons from research and practice,book,teaching classroom management teachers training of effective teaching strategies lessons from research and practice,True
english education iii issues,effective teaching strategies lessons from research and practice,book,teaching classroom management teachers training of effective teaching strategies lessons from research and practice,True
english education iii issues,contemporary issues in australian literacy teaching,book,english teaching australian language arts primary australia contemporary issues in australian literacy teaching,True
english education iii issues,primary english teaching an introduction to language literacy and learning,book,literacy study and teaching elementary england english language study and teaching elementary england english language study and teaching elementary primary english teaching an introduction to language literacy and learning,True
english education iii issues,contemporary issues in australian literacy teaching,book,english teaching australian language arts primary australia contemporary issues in australian literacy teaching,True
english education in the secondary years a,english education,journal,english language study and teaching periodicals english language study and teaching onderwijs english education,True
english education in the secondary years a,english education,journal,english language study and teaching periodicals english language study and teaching onderwijs english education,True
english in practice,classroom management engaging students in learning,book,classroom management learning teaching classroom management engaging students in learning,True
english in practice,classroom management engaging students in learning,book,classroom management learning teaching classroom management engaging students in learning,True
english in practice,classroom management engaging students in learning,book,classroom management learning teaching classroom management engaging students in learning,True
english in practice,classroom management engaging students in learning,book,classroom management learning teaching classroom management engaging students in learning,True
english in the primary curriculum,teaching language in context,book,english language study and teaching literacy study and teaching australian teaching language in context,True
english in the primary curriculum,australian journal of teacher education online,journal,australian journal of teacher education online,True
english in the primary curriculum,the reading teacher,journal,reading periodicals reading remedial teaching reading elementary periodicals the reading teacher,True
english in the primary curriculum,teaching language in context,book,english language study and teaching literacy study and teaching australian teaching language in context,True
english in the primary curriculum,the reading teacher,journal,reading periodicals reading remedial teaching reading elementary periodicals the reading teacher,True
english in the primary curriculum,australian journal of teacher education online,journal,australian journal of teacher education online,True
enhancing student wellbeing,international journal of emotional education,journal,international journal of emotional education,True
enhancing student wellbeing,international journal of emotional education,journal,international journal of emotional education,True
entrepreneurial strategy,business model generation a handbook for visionaries game changers and challengers,book,strategic planning business planning new business enterprises business model generation a handbook for visionaries game changers and challengers,True
entrepreneurial strategy,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurial strategy,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurial strategy,business model generation a handbook for visionaries game changers and challengers,book,strategic planning business planning new business enterprises business model generation a handbook for visionaries game changers and challengers,True
entrepreneurial strategy,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurial strategy,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurial strategy,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurial strategy,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurial strategy,business model generation a handbook for visionaries game changers and challengers,book,strategic planning business planning new business enterprises business model generation a handbook for visionaries game changers and challengers,True
entrepreneurial strategy,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurial strategy,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurship and innovation management,mit sloan management review,journal,industrial management periodicals organization and administration periodicals organization and administration mit sloan management review,True
entrepreneurship and innovation management,designing and managing the supply chain concepts strategies and case studies,book,physical distribution of goods management marketing channels management industrial procurement designing and managing the supply chain concepts strategies and case studies,True
entrepreneurship and innovation management,designing and managing the supply chain concepts strategies and case studies,book,physical distribution of goods management marketing channels management industrial procurement designing and managing the supply chain concepts strategies and case studies,True
entrepreneurship and innovation management,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurship and innovation management,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurship and innovation management,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurship and innovation management,mit sloan management review,journal,industrial management periodicals organization and administration periodicals organization and administration mit sloan management review,True
entrepreneurship and innovation management,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurship and innovation management,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurship and innovation management,research technology management,journal,research industrial management periodicals research and development research industrial management research technology management,True
entrepreneurship and innovation management,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurship and innovation management,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurship and innovation management,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurship and innovation management,research technology management,journal,research industrial management periodicals research and development research industrial management research technology management,True
entrepreneurship and innovation management,harvard business review,journal,business periodicals economic history periodicals commerce harvard business review,True
entrepreneurship in tourism and hospitality,australian small business investing,journal,small business australia periodicals small business australia management periodicals investments australia periodicals australian small business investing,True
entrepreneurship in tourism and hospitality,australian small business investing,journal,small business australia periodicals small business australia management periodicals investments australia periodicals australian small business investing,True
entrepreneurship in tourism and hospitality,australian small business investing,journal,small business australia periodicals small business australia management periodicals investments australia periodicals australian small business investing,True
entrepreneurship in tourism and hospitality,australian small business investing,journal,small business australia periodicals small business australia management periodicals investments australia periodicals australian small business investing,True
environment and development,nature,journal,biology ciencia publicaciones periodicas sciences pe riodiques nature,True
environment and development,nature,journal,biology ciencia publicaciones periodicas sciences pe riodiques nature,True
environment and development,nature,journal,biology ciencia publicaciones periodicas sciences pe riodiques nature,True
environmental assessment and decision making,environmental impact assessment in australia theory and practice,book,environmental impact analysis australia environmental impact statements australia environmental monitoring australia environmental impact assessment in australia theory and practice,True
environmental assessment and decision making,environmental impact assessment in australia theory and practice,book,environmental impact analysis australia environmental impact statements australia environmental monitoring australia environmental impact assessment in australia theory and practice,True
environmental assessment and decision making,environmental impact assessment review,journal,environmental impact analysis periodicals environmental impact analysis united states periodicals united states environmental impact assessment review,True
environmental assessment and decision making,environmental impact assessment review,journal,environmental impact analysis periodicals environmental impact analysis united states periodicals united states environmental impact assessment review,True
environmental assessment and management,environmental management,journal,environmental health ecology environmental management periodicals environmental management,True
environmental assessment and management,environmental management,journal,environmental health ecology environmental management periodicals environmental management,True
environmental chemistry,geophysical research letters,journal,ge ophysique lunar geology periodicals lunar geology geophysical research letters,True
environmental chemistry,geophysical research letters,journal,ge ophysique lunar geology periodicals lunar geology geophysical research letters,True
environmental education,environmental education research,journal,environmental education research periodicals environmental education research environmental education periodicals environmental education research,True
environmental education,environmental education research,journal,environmental education research periodicals environmental education research environmental education periodicals environmental education research,True
environmental education,environmental education research,journal,environmental education research periodicals environmental education research environmental education periodicals environmental education research,True
environmental engineering design,designing for zero waste consumption technologies and the built environment,book,urban ecology sociology waste minimization architecture sustainability green design designing for zero waste consumption technologies and the built environment,True
environmental engineering design,introduction to environmental engineering,book,environmental engineering sanitary engineering introduction to environmental engineering,True
environmental engineering design,sustainability assessment criteria and processes,book,sustainable development bewertung nachhaltigkeit sustainability assessment criteria and processes,True
environmental engineering design,introduction to environmental engineering,book,environmental engineering sanitary engineering introduction to environmental engineering,True
environmental engineering design,sustainability assessment criteria and processes,book,sustainable development bewertung nachhaltigkeit sustainability assessment criteria and processes,True
environmental engineering design,designing for zero waste consumption technologies and the built environment,book,urban ecology sociology waste minimization architecture sustainability green design designing for zero waste consumption technologies and the built environment,True
environmental management,environmental management processes and practices for australia,book,environmental management australia environmental protection australia environmental monitoring australia environmental management processes and practices for australia,True
environmental management,environmental management processes and practices for australia,book,environmental management australia environmental protection australia environmental monitoring australia environmental management processes and practices for australia,True
environmental management for hotels and attractions,international journal of contemporary hospitality management,journal,hospitality industry management periodicals hospitality industry management publications periodiques international journal of contemporary hospitality management,True
environmental management for hotels and attractions,journal of sustainable tourism,journal,tourism periodicals tourism environmental aspects periodicals tourism social aspects periodicals journal of sustainable tourism,True
environmental management for hotels and attractions,green hotelier,journal,hospitality management journals tourism journals environmental management journals green hotelier,True
environmental management for hotels and attractions,journal of sustainable tourism,journal,tourism periodicals tourism environmental aspects periodicals tourism social aspects periodicals journal of sustainable tourism,True
environmental management for hotels and attractions,international journal of contemporary hospitality management,journal,hospitality industry management periodicals hospitality industry management publications periodiques international journal of contemporary hospitality management,True
environmental management for hotels and attractions,international journal of contemporary hospitality management,journal,hospitality industry management periodicals hospitality industry management publications periodiques international journal of contemporary hospitality management,True
environmental management for hotels and attractions,international journal of contemporary hospitality management,journal,hospitality industry management periodicals hospitality industry management publications periodiques international journal of contemporary hospitality management,True
environmental management for hotels and attractions,green hotelier,journal,hospitality management journals tourism journals environmental management journals green hotelier,True
environmental monitoring,monitoring plant and animal populations,book,animal populations environmental monitoring plant populations monitoring plant and animal populations,True
environmental monitoring,protocols for designing marine ecological monitoring programs associated with bek mills,book,open access sedimentation and deposition research australia stream restoration australia protocols for designing marine ecological monitoring programs associated with bek mills,True
environmental monitoring,social research methods qualitative and quantitative approaches,book,sociology research methodology social sciences research methodology qualitative research social research methods qualitative and quantitative approaches,True
environmental monitoring,trends in ecology evolution,journal,evolution biology periodicals ecology periodicals ecology trends in ecology evolution,True
environmental monitoring,trends in ecology evolution,journal,evolution biology periodicals ecology periodicals ecology trends in ecology evolution,True
environmental monitoring,science of the total environment,journal,research periodicals human ecology environmental chemistry periodicals science of the total environment,True
environmental monitoring,trends in ecology evolution,journal,evolution biology periodicals ecology periodicals ecology trends in ecology evolution,True
environmental monitoring,monitoring for conservation and ecology,book,ecology environmental monitoring nature conservation monitoring for conservation and ecology,True
environmental monitoring,new developments in geographical information systems principles techniques management and applications,book,project management business economics project management business economics industrial management new developments in geographical information systems principles techniques management and applications,True
environmental monitoring,ecological management and restoration,journal,ecological society of australia periodicals ecology australia periodicals ecological management and restoration,True
environmental monitoring,monitoring plant and animal populations,book,animal populations environmental monitoring plant populations monitoring plant and animal populations,True
environmental monitoring,new developments in geographical information systems principles techniques management and applications,book,project management business economics project management business economics industrial management new developments in geographical information systems principles techniques management and applications,True
environmental monitoring,social research methods qualitative and quantitative approaches,book,sociology research methodology social sciences research methodology qualitative research social research methods qualitative and quantitative approaches,True
environmental monitoring,tourism in marine environments,journal,marine ecotourism periodicals marine ecotourism ecotourism periodicals tourism in marine environments,True
environmental monitoring,protocols for designing marine ecological monitoring programs associated with bek mills,book,open access sedimentation and deposition research australia stream restoration australia protocols for designing marine ecological monitoring programs associated with bek mills,True
environmental monitoring,monitoring for conservation and ecology,book,ecology environmental monitoring nature conservation monitoring for conservation and ecology,True
environmental monitoring,environmental toxicology and chemistry,journal,pollution periodicals toxicology periodicals environmental pollution periodicals environmental toxicology and chemistry,True
environmental monitoring,monitoring visitors to natural areas a manual with standard methodological guidelines,book,recreational surveys methodology environmental monitoring 779905 integrated ecosystem assessment and management monitoring visitors to natural areas a manual with standard methodological guidelines,True
environmental monitoring,monitoring for conservation and ecology,book,ecology environmental monitoring nature conservation monitoring for conservation and ecology,True
environmental monitoring,ecological management and restoration,journal,ecological society of australia periodicals ecology australia periodicals ecological management and restoration,True
environmental monitoring,science of the total environment,journal,research periodicals human ecology environmental chemistry periodicals science of the total environment,True
environmental monitoring,introductory digital image processing a remote sensing perspective,book,remote sensing image processing digital techniques traitement d images techniques nume riques introductory digital image processing a remote sensing perspective,True
environmental monitoring,introductory digital image processing a remote sensing perspective,book,remote sensing image processing digital techniques traitement d images techniques nume riques introductory digital image processing a remote sensing perspective,True
environmental monitoring,restoration ecology,journal,restoration ecology,True
environmental monitoring,tourism in marine environments,journal,marine ecotourism periodicals marine ecotourism ecotourism periodicals tourism in marine environments,True
environmental monitoring,introductory digital image processing a remote sensing perspective,book,remote sensing image processing digital techniques traitement d images techniques nume riques introductory digital image processing a remote sensing perspective,True
environmental monitoring,restoration ecology,journal,restoration ecology,True
environmental monitoring,environmental toxicology and chemistry,journal,pollution periodicals toxicology periodicals environmental pollution periodicals environmental toxicology and chemistry,True
environmental monitoring,monitoring visitors to natural areas a manual with standard methodological guidelines,book,recreational surveys methodology environmental monitoring 779905 integrated ecosystem assessment and management monitoring visitors to natural areas a manual with standard methodological guidelines,True
environmental monitoring,trends in ecology evolution,journal,evolution biology periodicals ecology periodicals ecology trends in ecology evolution,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental impact assessment review,journal,environmental impact analysis periodicals environmental impact analysis united states periodicals united states environmental impact assessment review,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,policy studies journal,journal,policy sciences periodicals social sciences periodicals policy studies journal,True
environmental policy and law,impact assessment and project appraisal,journal,risk assessment periodicals cost effectiveness periodicals decision making periodicals impact assessment and project appraisal,True
environmental policy and law,ecological economics,journal,environmental policy economic aspects periodicals conservation des ressources naturelles aspect e conomique pe riodiques environnement politique gouvernementale aspect e conomique pe riodiques ecological economics,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,regulation and governance,journal,power resources law and legislation periodicals regulation and governance,True
environmental policy and law,regulation and governance,journal,power resources law and legislation periodicals regulation and governance,True
environmental policy and law,regulation and governance,journal,power resources law and legislation periodicals regulation and governance,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,impact assessment and project appraisal,journal,risk assessment periodicals cost effectiveness periodicals decision making periodicals impact assessment and project appraisal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,journal of common market studies,journal,european economic community periodicals european economic community countries periodicals european union countries periodicals journal of common market studies,True
environmental policy and law,environmental law in australia,book,environmental law australia australia environmental law environmental law in australia,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,ecological economics,journal,environmental policy economic aspects periodicals conservation des ressources naturelles aspect e conomique pe riodiques environnement politique gouvernementale aspect e conomique pe riodiques ecological economics,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,the politics of the earth environmental discourses,book,green movement environmentalism environmental policy the politics of the earth environmental discourses,True
environmental policy and law,journal of policy analysis and management,journal,public policy administration sociology social planning journal of policy analysis and management,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,pricing water for environmental externalities in western australia,article,economics applied economics environment and resource economics pricing water for environmental externalities in western australia,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,australian journal of public administration,journal,public administration periodicals australia politics and government periodicals australia australian journal of public administration,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,journal of environmental planning and management,journal,city planning periodicals city planning great britain periodicals regional planning periodicals journal of environmental planning and management,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental law in australia,book,environmental law australia australia environmental law environmental law in australia,True
environmental policy and law,environmental impact assessment review,journal,environmental impact analysis periodicals environmental impact analysis united states periodicals united states environmental impact assessment review,True
environmental policy and law,australasian journal of natural resources law and policy,journal,natural resources law and legislation australasia periodicals natural resources government policy australia periodicals natural resources law and legislation australia periodicals australasian journal of natural resources law and policy,True
environmental policy and law,the politics of the earth environmental discourses,book,green movement environmentalism environmental policy the politics of the earth environmental discourses,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,australasian journal of natural resources law and policy,journal,natural resources law and legislation australasia periodicals natural resources government policy australia periodicals natural resources law and legislation australia periodicals australasian journal of natural resources law and policy,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,public administration review,journal,public administration periodicals united states politics and government periodicals e tats unis politique et gouvernement 1945 1989 pe riodiques public administration review,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,columbia law review,journal,law reviews new york state law periodicals new york state columbia law review,True
environmental policy and law,journal of common market studies,journal,european economic community periodicals european economic community countries periodicals european union countries periodicals journal of common market studies,True
environmental policy and law,environmental politics,journal,environmental policy periodicals green movement periodicals europe environmental politics,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,the politics of the earth environmental discourses,book,green movement environmentalism environmental policy the politics of the earth environmental discourses,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,pricing water for environmental externalities in western australia,article,economics applied economics environment and resource economics pricing water for environmental externalities in western australia,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental politics,journal,environmental policy periodicals green movement periodicals europe environmental politics,True
environmental policy and law,columbia law review,journal,law reviews new york state law periodicals new york state columbia law review,True
environmental policy and law,policy studies journal,journal,policy sciences periodicals social sciences periodicals policy studies journal,True
environmental policy and law,impact assessment and project appraisal,journal,risk assessment periodicals cost effectiveness periodicals decision making periodicals impact assessment and project appraisal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,journal of policy analysis and management,journal,public policy administration sociology social planning journal of policy analysis and management,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,australian journal of public administration,journal,public administration periodicals australia politics and government periodicals australia australian journal of public administration,True
environmental policy and law,journal of environmental planning and management,journal,city planning periodicals city planning great britain periodicals regional planning periodicals journal of environmental planning and management,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental politics,journal,environmental policy periodicals green movement periodicals europe environmental politics,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,columbia law review,journal,law reviews new york state law periodicals new york state columbia law review,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
environmental policy and law,environmental law in australia,book,environmental law australia australia environmental law environmental law in australia,True
environmental policy and law,environmental and planning law journal,journal,environmental law australia periodicals regional planning law and legislation australia periodicals australia environmental and planning law journal,True
